7495045.541230	922381.251523	-22200.000000	
7495064.424070	933614.873808	-21400.000000	
7472456.886100	932354.316205	-5000.000000	
7475696.625480	931623.219477	-5000.000000	
7502122.348370	919277.295879	-9000.000000	
7474511.165670	926443.509935	-5000.000000	
7479116.959400	928425.948936	-100.000000	
7475045.803390	931090.075298	 -0.000000	
7513469.729890	918245.324867	-16700.000000	
7495688.170010	923223.402237	-20700.000000	
7479934.039940	934832.501209	-100.000000	
7466228.402200	932793.649663	-5000.000000	
7484878.502260	932707.832627	-24700.000000	
7476220.898650	936579.191337	-200.000000	
7465214.655470	917542.585305	-100.000000	
7506546.803260	919810.486524	-20100.000000	
7474400.805990	930351.297381	-5000.000000	
7453894.726960	940868.632394	-100.000000	
7468323.805520	925446.381929	-5000.000000	
7475784.052330	928537.807588	 -0.000000	
7513694.304290	918148.245145	 -0.000000	
7514846.895280	920655.665424	 -0.000000	
7484370.638360	931045.568457	-5000.000000	
7513278.640900	917105.362174	-15500.000000	
7502091.057090	928452.053778	-17300.000000	
7501741.091790	929060.897868	-18200.000000	
7482647.931630	921214.648946	 -0.000000	
7517553.488740	914950.675156	-100.000000	
7466936.901390	935180.086312	 -0.000000	
7501452.883050	931424.184956	-23500.000000	
7478816.610330	931197.130309	-5000.000000	
7519700.904320	921716.654673	-5000.000000	
7510422.424270	920122.452739	-16500.000000	
7522177.003890	920442.157789	-5000.000000	
7501566.682030	931324.278667	-25200.000000	
7505134.089700	914616.557551	-10500.000000	
7498253.007000	922778.910835	-14000.000000	
7507715.918970	921698.714539	-15200.000000	
7506260.161300	922174.432344	-16200.000000	
7497604.663680	922142.638327	-15600.000000	
7497937.350610	922151.802125	-15700.000000	
7462431.536360	925794.659114	 -0.000000	
7503413.963090	924777.010598	-15200.000000	
7511365.603140	918085.127766	-19600.000000	
7529307.536780	919396.140321	-100.000000	
7509964.794990	920625.697167	-23000.000000	
7501879.118990	932054.803398	-45800.000000	
7504910.613410	906362.813861	-5000.000000	
7501505.824660	921528.392426	-16200.000000	
7483020.140210	923799.132554	-5000.000000	
7494971.524020	921039.608509	-14800.000000	
7475021.567510	935824.158102	-5000.000000	
7524242.545270	913787.983430	 -0.000000	
7508423.544330	920171.077297	-17900.000000	
7503541.937890	924161.904850	-26300.000000	
7511329.926920	915299.168485	-8800.000000	
7508409.475220	920686.362405	-14500.000000	
7491512.477790	933617.238588	-26500.000000	
7507586.920700	918291.965951	-18000.000000	
7507586.920700	918291.965951	-18000.000000	
7497714.525570	934102.229014	-19400.000000	
7511266.138620	913543.998760	-5000.000000	
7508260.663610	918000.884019	-20300.000000	
7510606.130250	917445.663467	-18900.000000	
7514589.801050	917862.987855	-100.000000	
7487971.839580	929293.167894	-24600.000000	
7506602.897910	917749.628240	-17900.000000	
7486623.605830	929873.241515	-21000.000000	
7507439.564700	919628.589730	-17700.000000	
7507561.689160	919219.412262	-17900.000000	
7497416.914880	924920.225087	-23800.000000	
7497208.453280	940169.835973	-25400.000000	
7493993.285540	920291.428216	-26100.000000	
7495560.182520	923838.181076	-26900.000000	
7480614.417450	930424.409815	-34400.000000	
7493272.044630	930266.495579	-27000.000000	
7506595.796890	926102.472845	-16500.000000	
7506214.125260	919801.408433	-14300.000000	
7488269.200180	918589.046708	 -0.000000	
7499123.966450	911156.342518	 -0.000000	
7490717.126120	926382.581172	-25300.000000	
7506103.232580	919798.382148	-19800.000000	
7515903.736110	918517.619659	 -0.000000	
7507491.306620	921795.690770	-17600.000000	
7495841.457790	925700.982806	-25100.000000	
7499242.095340	927135.519384	-23500.000000	
7507314.615620	920140.811835	-17100.000000	
7488298.417500	937337.806638	-24500.000000	
7486786.905280	935852.298221	-24300.000000	
7508089.131990	916139.943375	-6500.000000	
7494871.966430	924643.520902	-18400.000000	
7488789.391010	931788.590518	-27100.000000	
7490744.888400	933286.353854	-24700.000000	
7486509.937630	933887.213533	-26100.000000	
7502266.943470	918044.158682	-12700.000000	
7495568.013010	927548.412177	-25900.000000	
7493217.062900	924288.479453	-16200.000000	
7493921.746550	926884.145481	-18100.000000	
7500018.203280	919116.742466	-12600.000000	
7508068.344530	920986.438352	-17300.000000	
7485883.453280	924599.709219	-32000.000000	
7505813.752930	922265.299692	-16400.000000	
7495362.095180	934860.110571	-20700.000000	
7497822.515240	934208.370988	-19700.000000	
7495033.622850	926812.106836	-25800.000000	
7490869.780560	928859.498924	-27600.000000	
7496105.255370	928181.788611	-26900.000000	
7495922.153710	930753.264996	-23300.000000	
7495881.468330	924259.296992	-16700.000000	
7494425.515820	924734.180901	-18200.000000	
7490082.366030	933164.533584	-24900.000000	
7498090.867240	924629.696761	-25300.000000	
7497542.083070	924408.357756	-23600.000000	
7497559.183920	923790.429874	-26200.000000	
7486885.955790	928438.593560	-16400.000000	
7494559.253440	923913.514724	-26100.000000	
7491654.602360	966499.480530	 -0.000000	
7516450.152830	914714.697972	 -0.000000	
7491588.285670	934855.892665	-24300.000000	
7503361.380140	930652.873041	-18400.000000	
7488657.665800	936420.862579	-24500.000000	
7482534.666850	929243.029100	-25400.000000	
7506911.385870	922707.935426	-14500.000000	
7496822.717350	922327.213801	-26500.000000	
7507199.232810	916219.005241	-11500.000000	
7516431.418880	923588.119366	-1700.000000	
7489495.670280	934281.193427	-22900.000000	
7490152.334610	934608.963538	-23200.000000	
7489556.279300	928204.503930	-17600.000000	
7492454.905700	919734.021948	-19900.000000	
7497530.590370	920800.779821	-23600.000000	
7531115.612490	930393.691919	-44200.000000	
7506831.587450	921571.359770	-18900.000000	
7495650.870860	936414.379289	-23400.000000	
7488586.998350	927147.197601	-15800.000000	
7487875.405750	928775.407759	-15400.000000	
7496723.172260	921912.235581	-24700.000000	
7493459.082870	935424.376023	-20300.000000	
7497720.358760	933896.229213	-21400.000000	
7492247.514800	923231.269604	-18500.000000	
7496054.961830	921996.882958	-23400.000000	
7491669.868900	935888.655528	-24500.000000	
7484542.189940	936715.108911	-27900.000000	
7495269.526790	918265.583789	-16500.000000	
7496487.189990	922421.020621	-25500.000000	
7487455.304470	935768.378636	-25700.000000	
7499802.045090	918904.687653	-26000.000000	
7498420.572040	920722.146871	-24400.000000	
7490799.977630	919379.530346	-18500.000000	
7485606.378820	906262.506471	-5200.000000	
7495949.740180	921787.877437	-23600.000000	
7502956.119820	925279.872664	-11100.000000	
7488855.922020	937250.750829	-25000.000000	
7508225.060860	915215.485179	-16800.000000	
7491121.318430	931751.483301	-26800.000000	
7490692.233310	931224.200048	-28200.000000	
7488838.195470	922106.763121	 -0.000000	
7496606.602540	922115.139997	-25200.000000	
7494257.894950	922771.685170	-25700.000000	
7492643.215280	940656.938210	-31200.000000	
7497823.617900	922251.735439	-3100.000000	
7487202.775720	925048.439285	-16100.000000	
7496589.096500	926752.399602	-25600.000000	
7496589.978900	953760.544383	-10800.000000	
7495878.486060	920343.196302	-24500.000000	
7499051.810970	925996.334692	-24800.000000	
7492046.305720	930438.087205	-25800.000000	
7492370.319300	930756.334814	-26100.000000	
7488071.425450	933622.571563	-25000.000000	
7496393.321960	921800.094282	-28000.000000	
7488955.487490	929835.921665	-19100.000000	
7496254.031630	922826.814506	-24700.000000	
7487003.240880	932150.085070	-27500.000000	
7488949.910890	933956.598984	-25700.000000	
7489282.634280	933966.055686	-26700.000000	
7496603.044210	918198.957584	-19900.000000	
7496663.787680	943659.157679	-15100.000000	
7494763.593420	936389.087922	-19100.000000	
7493327.920180	920273.148305	-22600.000000	
7498816.004820	922485.217133	-28800.000000	
7489437.237940	916458.009081	-21700.000000	
7490721.254570	930194.709696	-29100.000000	
7491959.026880	933526.862461	-28800.000000	
7491378.180500	934437.750440	-26400.000000	
7496472.981340	922935.916842	-25300.000000	
7494299.098390	929264.845380	-27800.000000	
7488009.852930	935784.215481	-24500.000000	
7496507.052850	921700.169751	-25000.000000	
7498176.147870	921539.972404	-26500.000000	
7502111.651410	923710.023121	-27300.000000	
7564148.710240	939894.126971	-35100.000000	
7515327.433960	915200.420148	-11100.000000	
7494618.701860	925770.032243	-25700.000000	
7489367.183620	934895.705217	-26300.000000	
7502466.270480	918874.316697	-21200.000000	
7484262.644080	930939.524974	-20000.000000	
7490038.496760	934708.756855	-25900.000000	
7489708.701190	934596.340511	-25600.000000	
7497666.907340	919876.963144	-22100.000000	
7498093.541480	920507.040353	-20000.000000	
7491587.831550	923006.954036	-22500.000000	
7494419.387920	932875.185499	-24600.000000	
7495060.119210	945365.073117	-21300.000000	
7494024.025750	927196.141920	-26200.000000	
7488673.095750	924059.313735	-16400.000000	
7490478.074250	926994.050024	-23400.000000	
7491154.980870	926600.854898	-23600.000000	
7487840.014280	937839.780392	-23600.000000	
7510641.133540	936221.352620	-9500.000000	
7491465.654670	935264.573240	-22400.000000	
7491655.180110	936403.462887	-20100.000000	
7502293.718250	933097.577027	-22900.000000	
7509142.194480	918231.082734	-19000.000000	
7312736.904130	1196953.394610	-38300.000000	
7358672.540770	1199397.465320	-29000.000000	
7494209.433580	924522.092787	-23800.000000	
7493433.145870	924500.553007	-24000.000000	
7496885.251350	924080.976863	-27000.000000	
7493910.640600	919258.794579	-19800.000000	
7496922.759910	953770.399540	-11000.000000	
7683273.382640	978811.321394	-17100.000000	
7490178.325510	929767.316409	-18200.000000	
7494237.200370	927511.241931	-23500.000000	
7505071.392750	921007.555720	-22900.000000	
7507200.909190	920240.833211	-17000.000000	
7492917.892820	927062.212315	-24400.000000	
7499829.803500	929935.275897	-21200.000000	
7500564.222440	919440.898370	-20000.000000	
7495494.805940	922187.546135	-19700.000000	
7495045.541230	922381.251523	-19900.000000	
7496250.655920	926949.094748	-25900.000000	
7496560.794310	919743.597058	-25600.000000	
7490365.328740	931008.914707	-26100.000000	
7486011.535710	923985.335974	-16300.000000	
7489241.606400	935407.266868	-25100.000000	
7488631.151020	937347.339831	-22200.000000	
7497331.691550	923990.268637	-24500.000000	
