-22.599000	 25.107000	
-22.596000	 25.216000	
-22.800000	 25.210000	
-22.771000	 25.202000	
-22.536000	 25.075000	
-22.783000	 25.152000	
-22.741000	 25.170000	
-22.777000	 25.197000	
-22.434000	 25.062000	
-22.593000	 25.115000	
-22.732000	 25.232000	
-22.856000	 25.216000	
-22.688000	 25.210000	
-22.765000	 25.250000	
-22.869000	 25.068000	
-22.496000	 25.079000	
-22.783000	 25.190000	
-22.965000	 25.298000	
-22.839000	 25.144000	
-22.771000	 25.172000	
-22.432000	 25.061000	
-22.421000	 25.085000	
-22.693000	 25.194000	
-22.436000	 25.051000	
-22.534000	 25.164000	
-22.537000	 25.170000	
-22.711000	 25.099000	
-22.398000	 25.029000	
-22.849000	 25.239000	
-22.539000	 25.193000	
-22.743000	 25.197000	
-22.377000	 25.094000	
-22.461000	 25.081000	
-22.355000	 25.081000	
-22.538000	 25.192000	
-22.510000	 25.029000	
-22.570000	 25.110000	
-22.485000	 25.097000	
-22.498000	 25.102000	
-22.576000	 25.104000	
-22.573000	 25.104000	
-22.892000	 25.149000	
-22.523000	 25.128000	
-22.453000	 25.061000	
-22.291000	 25.069000	
-22.465000	 25.086000	
-22.535000	 25.199000	
-22.514000	 24.949000	
-22.541000	 25.097000	
-22.707000	 25.124000	
-22.600000	 25.094000	
-22.776000	 25.243000	
-22.338000	 25.016000	
-22.479000	 25.082000	
-22.522000	 25.122000	
-22.454000	 25.034000	
-22.479000	 25.087000	
-22.628000	 25.217000	
-22.487000	 25.064000	
-22.487000	 25.064000	
-22.572000	 25.220000	
-22.455000	 25.017000	
-22.481000	 25.061000	
-22.460000	 25.055000	
-22.424000	 25.058000	
-22.661000	 25.176000	
-22.496000	 25.059000	
-22.673000	 25.182000	
-22.488000	 25.077000	
-22.487000	 25.073000	
-22.577000	 25.131000	
-22.575000	 25.279000	
-22.609000	 25.087000	
-22.594000	 25.121000	
-22.727000	 25.189000	
-22.613000	 25.184000	
-22.494000	 25.140000	
-22.499000	 25.079000	
-22.661000	 25.072000	
-22.565000	 24.997000	
-22.637000	 25.147000	
-22.500000	 25.079000	
-22.412000	 25.064000	
-22.487000	 25.098000	
-22.591000	 25.139000	
-22.560000	 25.152000	
-22.489000	 25.082000	
-22.656000	 25.254000	
-22.670000	 25.240000	
-22.483000	 25.043000	
-22.600000	 25.129000	
-22.653000	 25.200000	
-22.635000	 25.214000	
-22.673000	 25.221000	
-22.535000	 25.063000	
-22.593000	 25.157000	
-22.615000	 25.126000	
-22.608000	 25.151000	
-22.555000	 25.074000	
-22.482000	 25.090000	
-22.681000	 25.131000	
-22.502000	 25.103000	
-22.593000	 25.228000	
-22.571000	 25.221000	
-22.598000	 25.150000	
-22.635000	 25.171000	
-22.588000	 25.163000	
-22.589000	 25.188000	
-22.591000	 25.125000	
-22.604000	 25.130000	
-22.641000	 25.213000	
-22.571000	 25.128000	
-22.576000	 25.126000	
-22.576000	 25.120000	
-22.671000	 25.168000	
-22.603000	 25.122000	
-22.618001	 25.536000	
-22.408000	 25.027000	
-22.627000	 25.229000	
-22.522000	 25.185000	
-22.653000	 25.245000	
-22.710000	 25.177000	
-22.492000	 25.107000	
-22.583000	 25.106000	
-22.491000	 25.044000	
-22.406000	 25.113000	
-22.646000	 25.224000	
-22.640000	 25.227000	
-22.647000	 25.165000	
-22.623000	 25.082000	
-22.577000	 25.091000	
-22.272000	 25.175000	
-22.493000	 25.096000	
-22.590000	 25.243000	
-22.656000	 25.155000	
-22.662000	 25.171000	
-22.584000	 25.102000	
-22.610000	 25.234000	
-22.572000	 25.218000	
-22.624000	 25.116000	
-22.590000	 25.103000	
-22.626000	 25.239000	
-22.690000	 25.249000	
-22.598000	 25.067000	
-22.586000	 25.107000	
-22.664000	 25.239000	
-22.557000	 25.072000	
-22.569000	 25.090000	
-22.638000	 25.079000	
-22.688000	 24.953000	
-22.591000	 25.101000	
-22.527000	 25.133000	
-22.651000	 25.253000	
-22.482000	 25.034000	
-22.632000	 25.199000	
-22.636000	 25.194000	
-22.655000	 25.106000	
-22.585000	 25.104000	
-22.606000	 25.111000	
-22.616000	 25.285000	
-22.574000	 25.105000	
-22.669000	 25.135000	
-22.584000	 25.149000	
-22.577001	 25.411000	
-22.592000	 25.087000	
-22.562000	 25.141000	
-22.624000	 25.186000	
-22.621000	 25.189000	
-22.659000	 25.218000	
-22.587000	 25.101000	
-22.652000	 25.181000	
-22.588000	 25.111000	
-22.669000	 25.204000	
-22.651000	 25.221000	
-22.648000	 25.221000	
-22.586000	 25.066000	
-22.579001	 25.313000	
-22.598000	 25.243000	
-22.615000	 25.087000	
-22.565000	 25.107000	
-22.651000	 25.051000	
-22.636000	 25.184000	
-22.624000	 25.216000	
-22.629000	 25.225000	
-22.586000	 25.112000	
-22.604000	 25.174000	
-22.659000	 25.239000	
-22.586000	 25.100000	
-22.571000	 25.098000	
-22.535000	 25.118000	
-21.972000	 25.258000	
-22.418000	 25.032000	
-22.602000	 25.140000	
-22.647000	 25.230000	
-22.533000	 25.071000	
-22.694000	 25.193000	
-22.641000	 25.228000	
-22.644000	 25.227000	
-22.576000	 25.082000	
-22.572000	 25.088000	
-22.630000	 25.114000	
-22.602000	 25.209000	
-22.593001	 25.330000	
-22.607000	 25.154000	
-22.656000	 25.125000	
-22.639000	 25.153000	
-22.633000	 25.149000	
-22.660000	 25.259000	
-22.455000	 25.237000	
-22.628000	 25.233000	
-22.626000	 25.244000	
-22.531000	 25.209000	
-22.473000	 25.063000	
-24.144003	 27.849000	
-23.731003	 27.851000	
-22.606000	 25.128000	
-22.613000	 25.128000	
-22.582000	 25.123000	
-22.610000	 25.077000	
-22.574001	 25.411000	
-20.889001	 25.600000	
-22.641000	 25.180000	
-22.605000	 25.157000	
-22.509000	 25.091000	
-22.490000	 25.083000	
-22.617000	 25.153000	
-22.554000	 25.179000	
-22.550000	 25.077000	
-22.595000	 25.105000	
-22.599000	 25.107000	
-22.587000	 25.151000	
-22.586000	 25.081000	
-22.639000	 25.192000	
-22.680000	 25.125000	
-22.648000	 25.235000	
-22.653000	 25.254000	
-22.578000	 25.122000	
-22.561000	 25.071000	
-22.648000	 25.195000	
-22.617000	 25.128000	
-22.602000	 25.086000	
-22.564000	 25.095000	
-22.433000	 25.034000	
-22.621000	 25.148000	
-22.610000	 25.152000	
-22.597000	 25.094000	
-22.613000	 25.146000	
-22.617000	 25.152000	
-22.558000	 25.150000	
-22.696000	 25.210000	
-22.609000	 25.115000	
-22.650000	 25.195000	
-22.609000	 25.292000	
-22.608000	 25.141000	
-22.699000	 25.186000	
-22.656000	 25.251000	
-22.650000	 25.124000	
-22.628000	 25.090000	
-22.592000	 25.119000	
-22.660000	 25.228000	
-22.611000	 25.224000	
-22.626000	 25.234000	
-22.558000	 25.086000	
-22.635000	 25.159000	
-22.613000	 25.139000	
-22.647000	 25.211000	
-22.588000	 25.039000	
-22.741000	 25.123000	
-22.623000	 25.214000	
-22.643000	 25.189000	
-22.629000	 25.137000	
-22.593000	 25.097000	
