7526001.14345	900283.560988	
7519481.22081	900500.891753	
7516873.25175	901913.541662	
7514699.9442	903434.856942	
7512309.3059	905282.168361	
7510244.66374	906260.156761	
7508180.02157	907238.145154	
7505898.04865	909411.452704	
7503507.41035	910280.775723	
7500899.44129	911258.764121	
7497856.81073	912671.414035	
7495574.83781	916909.363758	
7493944.85715	919625.998199	
7491988.88036	922777.294147	
7490902.22659	923863.947916	
7486229.61536	928427.89378	
7484599.6347	930601.201328	
7482534.99253	932013.851245	
7479601.02735	936903.793233	
7478297.04283	941250.408342	
7474167.75849	945053.696555	
7472320.44708	948313.65789	
7471451.12407	951247.623081	
7470255.80492	956898.222721	
7467539.17049	959397.52641	
7462323.23238	961136.172462	
7459715.26332	964939.46069	
7456563.96739	967982.091262	
7454281.99446	972763.367895	
