47855.639048   -258260.490167     0.000000
-179352.746473   -205346.339290     0.000000
29078.764940   81388.609365     0.000000
-189167.798463   139746.799354     0.000000
-352723.068738   -18749.030482     0.000000
-49629.972397   -78472.041659     0.000000
-289823.689997   -309810.895347     0.000000
-67899.072682   274049.396326     0.000000
224178.548413   175880.462129     0.000000
107940.184048   235131.521440     0.000000
235398.827446   13142.980937     0.000000
72905.305340   -75072.557191     0.000000
247786.795378   -196363.087135     0.000000
129178.281920   -308291.281171     0.000000
221477.663298   -246550.895655     0.000000
246499.349306   -296661.488292     0.000000
