x,y,z	
171109.822294,-1535527.410032,-21700.000000
170702.100305,-1535731.837096,-23700.000000
171414.689208,-1531868.177976,-27900.000000
166355.160232,-1540366.377213,-15700.000000
173049.598742,-1535568.434782,-17400.000000
167736.017150,-1537482.508669,-27300.000000
162201.930006,-1533825.895087,-21600.000000
171466.235670,-1535247.327201,-24700.000000
167796.842440,-1540800.265142,-13200.000000
164242.707057,-1537326.249345,-23000.000000
172088.430659,-1538180.229529,-14900.000000
174392.103331,-1537064.710741,-18300.000000
172974.258553,-1534410.078538,-17500.000000
165612.638500,-1537816.471872,-25200.000000
166349.490039,-1534628.349191,-15100.000000
165586.058796,-1535517.597432,-25600.000000
175335.407806,-1532496.475976,-26000.000000
170092.990400,-1536848.442479,-19600.000000
171538.819822,-1535596.170971,-23200.000000
166785.246165,-1537127.391624,-25200.000000
177915.991856,-1534930.941351,-12900.000000
171240.389316,-1544188.642798,-10000.000000
166842.029264,-1535517.050576,-24300.000000
168173.965708,-1537080.406399,-27200.000000
171501.454703,-1536669.406482,-18500.000000
174312.333347,-1534691.759924,-25600.000000
172058.455842,-1538377.861905,-14100.000000
174627.286286,-1537169.776299,-18900.000000
166493.229752,-1534921.289816,-19100.000000
173320.576671,-1534195.875699,-24100.000000
173421.788822,-1533942.427747,-25300.000000
174841.008364,-1534102.244670,-23000.000000
165519.041640,-1537193.935374,-25500.000000
177827.469336,-1527642.402988,-21700.000000
173765.023955,-1535817.845592,-28500.000000
174933.627391,-1534319.294194,-27800.000000
174977.819184,-1535270.196311,-23200.000000
174815.616390,-1529718.553328,-12100.000000
167470.758384,-1537574.909354,-26700.000000
171152.403109,-1536073.827092,-25200.000000
171069.824161,-1535790.787609,-23500.000000
174015.937519,-1534576.895015,-11500.000000
166628.062293,-1535685.076867,-23700.000000
172777.762082,-1533637.013543,-23200.000000
166605.878707,-1538718.575146,-27300.000000
166336.065691,-1537190.223262,-27600.000000
166723.943628,-1537117.545998,-25100.000000
173843.481926,-1534886.389822,-26200.000000
173291.986636,-1534798.083927,-23200.000000
171998.505238,-1538773.151972,-22200.000000
169872.856593,-1538297.673773,-20100.000000
170034.219811,-1537648.702862,-23300.000000
166083.042403,-1538027.049575,-27900.000000
173126.769021,-1534232.249588,-25700.000000
169610.423478,-1532589.671947,-28500.000000
173931.725217,-1536788.712490,-21900.000000
173405.931556,-1535288.324876,-27600.000000
169304.932525,-1536249.791237,-20200.000000
165862.325733,-1539476.910701,-20300.000000
166300.447638,-1539074.617530,-21100.000000
166832.000866,-1535582.906587,-25100.000000
167822.704865,-1535674.570210,-24700.000000
172339.555801,-1536938.569084,-13600.000000
168102.143879,-1533426.209293,-23200.000000
165997.242526,-1536528.393097,-24400.000000
175369.618856,-1533512.812864,-22100.000000
181278.711635,-1520998.543716,-7600.000000
166429.708028,-1537812.722971,-27000.000000
175241.427373,-1534773.018406,-19000.000000
172121.692820,-1535891.899842,-25600.000000
166184.478468,-1537773.335108,-26700.000000
166070.785422,-1537282.591792,-27100.000000
172293.650701,-1532278.735161,-29900.000000
172323.629579,-1532081.356958,-20300.000000
172293.650701,-1532278.735161,-16500.000000
158142.920960,-1525484.140687,-11700.000000
175680.313918,-1534775.809372,-24300.000000
170294.356099,-1535936.268936,-15700.000000
166244.808718,-1533667.199514,-15000.000000
175177.279045,-1533953.840321,-23600.000000
174850.983181,-1534036.433642,-23000.000000
174463.406498,-1534109.215031,-23700.000000
172171.123425,-1532259.088455,-27200.000000
178158.005332,-1528772.317498,-17400.000000
177200.657431,-1534681.838399,-17100.000000
164415.543497,-1537016.536458,-25600.000000
170451.921035,-1534073.158369,-25500.000000
171276.282753,-1536498.410207,-26600.000000
164709.929121,-1536321.448427,-23200.000000
165822.287396,-1536027.903939,-20700.000000
173135.401701,-1533761.727263,-24300.000000
174231.101004,-1534813.596282,-24100.000000
174224.126353,-1532790.270578,-23300.000000
175671.807534,-1535246.359573,-17000.000000
178626.437804,-1528577.977995,-6300.000000
165769.942674,-1535547.160076,-24500.000000
166526.647395,-1535938.669766,-24400.000000
173718.165703,-1534057.307309,-23500.000000
163492.954110,-1535653.249474,-14500.000000
174306.737918,-1533073.081061,-24400.000000
165681.793876,-1536950.116264,-23800.000000
169979.284146,-1539664.673437,-19200.000000
168429.735036,-1533748.566448,-27800.000000
173451.398289,-1536644.397148,-27500.000000
168335.445300,-1536431.562089,-28100.000000
164767.063812,-1534711.180448,-26700.000000
174171.461631,-1532310.102107,-26200.000000
174792.640499,-1531937.904756,-27000.000000
172904.346138,-1534870.851457,-23800.000000
164848.439750,-1534589.341087,-25500.000000
163383.481335,-1454430.388408,-8600.000000
173863.792575,-1531856.502489,-25100.000000
165997.242526,-1536528.393097,-28600.000000
165876.837263,-1537318.925716,-26000.000000
173907.550611,-1535705.788347,-25400.000000
169486.353839,-1535469.396031,-28000.000000
173468.991148,-1532804.101169,-24100.000000
165047.615150,-1536578.214394,-22700.000000
174811.083689,-1534299.683373,-21000.000000
165657.389915,-1535461.593080,-24300.000000
173202.119983,-1535390.554059,-23800.000000
165923.722917,-1535774.301107,-21000.000000
168056.681884,-1535374.834211,-24700.000000
175485.072084,-1534407.525331,-17900.000000
175188.686723,-1534292.698049,-24500.000000
173863.444327,-1534754.741032,-23400.000000
168254.113111,-1536553.452861,-16000.000000
173183.520601,-1535927.070215,-18900.000000
171374.959478,-1535435.021386,-25000.000000
171781.335780,-1534825.776715,-24800.000000
171877.464632,-1443890.857055,-9700.000000
171089.585161,-1541867.998698,-10600.000000
170617.666213,-1541252.245917,-12300.000000
171066.319861,-1537881.579939,-21500.000000
173178.057225,-1534307.883534,-18000.000000
173628.321902,-1534649.673905,-18600.000000
174154.089523,-1536149.860227,-20000.000000
176494.362260,-1542259.027376,-16400.000000
171826.111179,-1532877.782160,-24000.000000
177920.655818,-1536145.096452,-24500.000000
167818.087306,-1534054.951611,-22900.000000
168073.235637,-1534028.496501,-22200.000000
167362.846303,-1539110.120474,-26700.000000
163725.169829,-1538660.821476,-24800.000000
163399.869704,-1543269.873409,-27500.000000
168097.403715,-1538822.927806,-26100.000000
160868.905402,-1540497.787269,-24400.000000
173681.374727,-1532231.590481,-24300.000000
173124.064892,-1533422.862626,-25800.000000
189163.424056,-1535643.930148,-27800.000000
177441.299632,-1538901.012409,-13100.000000
174861.075765,-1531073.009686,-25000.000000
172731.846291,-1535180.372119,-18100.000000
159574.997755,-1458454.136181,-11500.000000
165591.473172,-1537543.064153,-25500.000000
171023.420080,-1534029.970102,-27200.000000
171728.747295,-1534345.339317,-23400.000000
172809.917191,-1537148.796285,-22100.000000
172177.672638,-1534282.443774,-26700.000000
164726.892095,-1534974.591531,-22900.000000
166804.169347,-1536590.552459,-25600.000000
165969.348065,-1537536.279202,-27400.000000
171696.161468,-1533733.311077,-27900.000000
173109.016570,-1543879.366000, -0.000000
172001.781091,-1536682.100599,-17300.000000
172325.533107,-1535789.665700,-25600.000000
173799.401918,-1533935.492729,-26900.000000
175619.040499,-1534766.009004,-23000.000000
173695.452636,-1533379.585065,-25200.000000
164690.893379,-1536858.322039,-23500.000000
165450.968953,-1538465.578611,-24700.000000
166351.952915,-1531728.899328,-22100.000000
171377.563386,-1536244.817944,-26400.000000
176983.165052,-1528247.691665,-17600.000000
179657.280347,-1523427.896519,-5000.000000
172271.575213,-1534904.338718,-25400.000000
171518.067958,-1538628.744004,-22100.000000
160536.152010,-1533219.989484,-22400.000000
176747.917421,-1536429.739534,-3300.000000
164901.773037,-1535475.034272,-20900.000000
172455.892893,-1541141.296029,-5500.000000
171555.392146,-1537555.084253,-20600.000000
161830.597281,-1536668.045752,-20000.000000
168274.798991,-1533116.795301,-24000.000000
169706.449995,-1537326.242491,-15300.000000
176884.344478,-1534698.687373,-20000.000000
168205.211003,-1537287.866980,-27100.000000
169013.360176,-1537754.941718,-24600.000000
164739.011971,-1535718.768295,-20800.000000
172135.695772,-1537040.840636,-27400.000000
165069.826300,-1537256.728671,-26200.000000
174433.474143,-1534306.657468,-28600.000000
173032.833728,-1533610.472390,-25200.000000
165929.214867,-1537799.830918,-26000.000000
170632.084569,-1536192.786163,-25000.000000
167747.215295,-1537821.758736,-28000.000000
176295.630895,-1532784.898816,-29900.000000
164736.935074,-1534908.737351,-21500.000000
172815.220986,-1541671.371282,-6100.000000
164481.056835,-1538647.298722,-19300.000000
175514.982882,-1534210.088308,-17100.000000
176013.643220,-1533818.042603,-18600.000000
166846.381170,-1544160.825251,-17000.000000
164990.475549,-1545620.729605,-19400.000000
153093.888602,-1568796.102279,-16600.000000
171802.636237,-1535098.928678,-26200.000000
170453.317922,-1537783.356100,-17000.000000
171127.125966,-1531282.898367,-13700.000000
165215.754748,-1538360.273364,-24700.000000
174822.482465,-1534638.571951,-19900.000000
166784.113119,-1536722.295217,-26100.000000
165071.972794,-1538067.123585,-25300.000000
164022.525393,-1535063.675618,-22600.000000
163037.071366,-1545239.632984,-28600.000000
173837.686799,-1536166.666279,-27500.000000
172937.020661,-1535482.970395,-23700.000000
172248.941110,-1534226.442389,-24400.000000
167447.230718,-1536491.391617,-25600.000000
177245.411420,-1530242.294192,-26500.000000
174217.069126,-1542368.053263,-6100.000000
169126.631544,-1425258.344967,-14200.000000
167884.609597,-1539396.369805,-20600.000000
172388.830790,-1533305.038702,-28900.000000
166778.640678,-1538408.772505,-27300.000000
176342.868593,-1534544.716633,-23200.000000
175751.555686,-1534719.791672,-24800.000000
172735.909592,-1536394.956990,-25400.000000
169951.841913,-1540672.968368,-12400.000000
167829.744301,-1538104.980967,-26800.000000
168417.968420,-1536714.698601,-26800.000000
172717.232922,-1530729.416796,-25000.000000
165795.463172,-1537440.844095,-28100.000000
178247.532454,-1533568.638650,-5000.000000
173746.738123,-1533455.203767,-28100.000000
164853.667426,-1536614.521354,-24700.000000
169156.266957,-1534337.284155,-24700.000000
168899.935744,-1533958.944483,-19800.000000
176615.971992,-1531084.504195,-30200.000000
145175.887109,-1565755.794881,-9000.000000
176030.655365,-1532877.276189,-20500.000000
172341.517562,-1534443.549036,-26800.000000
168306.583128,-1537034.209064,-28500.000000
167399.430760,-1537630.950710,-27800.000000
176121.840636,-1540984.564849,-9000.000000
167334.660207,-1536405.838479,-25400.000000
168163.205675,-1529728.581448,-17900.000000
174164.611200,-1530287.783637,-23100.000000
167046.852635,-1542841.522911,-15100.000000
174537.632717,-1531964.445665,-21300.000000
167707.837512,-1534779.164525,-25400.000000
174451.989370,-1524678.768445,-11900.000000
168811.872625,-1538667.517049,-28400.000000
174561.698463,-1535945.333862,-18400.000000
174152.678269,-1535745.019461,-18100.000000
173779.437872,-1534067.119338,-25500.000000
166614.766488,-1538247.451327,-26700.000000
174353.652909,-1534833.211859,-24800.000000
172374.152492,-1535055.638092,-25400.000000
171681.381466,-1535484.131545,-26300.000000
174808.246626,-1533490.365678,-25100.000000
168934.489602,-1538687.179808,-27600.000000
172633.909473,-1533344.319030,-21900.000000
170143.018446,-1536519.135026,-19200.000000
173045.269739,-1439184.928938,-19600.000000
170437.660619,-1542439.009174, -0.000000
171783.960362,-1535635.455135,-26700.000000
170896.338439,-1539001.591648,-21800.000000
166278.125768,-1538395.910892,-23000.000000
174117.131268,-1534323.430082,-22900.000000
170380.734779,-1537434.340284,-15900.000000
167022.727274,-1538042.945506,-27400.000000
164296.825687,-1534500.583288,-23500.000000
172200.303099,-1534960.350607,-18700.000000
175045.667408,-1542702.946727,-7500.000000
166577.913159,-1536014.381180,-23700.000000
170126.805537,-1537865.984526,-16300.000000
172440.807731,-1536684.959013,-27700.000000
169547.954491,-1532175.172780,-23900.000000
172912.982957,-1534400.262605,-25300.000000
165307.179689,-1538172.430378,-24000.000000
178852.972253,-1537035.581605,-29400.000000
166271.432334,-1535965.134534,-24400.000000
173662.422310,-1535666.551562,-22500.000000
176160.534365,-1534920.017827,-22000.000000
182759.759378,-1536512.355483,-9800.000000
175855.331304,-1529481.032791,-21800.000000
175083.234813,-1533332.186526,-30200.000000
176388.256812,-1533001.868781,-15100.000000
173931.925579,-1533889.304133,-24800.000000
175245.656272,-1533088.604755,-21900.000000
172354.170177,-1535187.304266,-25700.000000
177827.122788,-1533029.787309,-17600.000000
175560.685305,-1535565.695558,-21900.000000
174811.083689,-1534299.683373,-25500.000000
174530.344754,-1535738.020064,-20400.000000
166182.250954,-1536963.041510,-24600.000000
164879.070609,-1538508.713107,-25100.000000
172391.475304,-1534114.441665,-24300.000000
166289.296344,-1535023.435053,-24700.000000
169024.601708,-1538094.183325,-18500.000000
166333.837165,-1536380.031372,-25500.000000
182306.302908,-1537855.768577,-3300.000000
164288.814948,-1535376.430573,-20400.000000
181949.563610,-1533148.980552,-100.000000
173658.028768,-1537351.991833,-26400.000000
183032.844942,-1535949.280003,-6800.000000
173407.309573,-1535693.146411,-25400.000000
173153.564783,-1536124.599474,-18100.000000
165210.375506,-1536334.430588,-22700.000000
171925.199620,-1535118.570183,-26100.000000
183438.926204,-1502631.267552,-100.000000
178778.114690,-1525506.683463,-7300.000000
174682.900297,-1532661.561491,-21000.000000
168226.713613,-1530547.456298,-18100.000000
171252.390396,-1535415.374833,-24800.000000
165283.859171,-1537088.640818,-24900.000000
173672.404388,-1535600.715399,-24900.000000
173732.296088,-1535205.718110,-26000.000000
162755.138138,-1538842.444576,-23200.000000
169103.538785,-1543779.137474,-27300.000000
173678.235490,-1534320.571981,-25900.000000
