x,y,z	
-1511.319761,7445.887907,-25000.000000
-2039.221579,8546.825682,-24800.000000
19173.989920,159502.217872,-9700.000000
-2508.602921,-3198.980149,-10600.000000
-1595.048070,-2301.466463,-12300.000000
-1562.962377,3347.378005,-21500.000000
-4213.821020,9737.785373,-18000.000000
-5030.824135,9284.421582,-18600.000000
-6235.015512,6943.222762,-20000.000000
-11457.360905,-2539.005644,-16400.000000
-1667.979339,11763.286118,-24000.000000
-12416.839048,7859.789159,-24500.000000
4641.243328,8850.373155,-22900.000000
4228.633641,8956.139592,-22200.000000
4229.119121,428.416054,-26700.000000
10294.562511,279.319809,-24800.000000
9768.146448,-7368.451601,-27500.000000
3090.632266,1079.063843,-26100.000000
14550.770085,-3436.629204,-24400.000000
-4567.121590,13277.450731,-24300.000000
-3923.493676,11181.251856,-25800.000000
-30773.500820,11373.061110,-27800.000000
-12252.688317,3210.039103,-13100.000000
-6240.972970,15471.301231,-25000.000000
-3680.139192,8193.963926,-18100.000000
36144.743568,131990.922302,-11500.000000
7492.390069,2571.882598,-25500.000000
-613.497707,9672.101655,-27200.000000
-1843.261982,9324.543786,-23400.000000
-4256.395370,4974.802680,-22100.000000
-2565.805602,9537.013609,-26700.000000
9500.958797,6582.552082,-22900.000000
5722.596232,4433.435287,-25600.000000
6874.421252,2675.258648,-27400.000000
-1650.039689,10323.727936,-27900.000000
-6274.429166,-6015.815006, -0.000000
-2824.216486,5546.643522,-17300.000000
-3152.124376,7093.074589,-25600.000000
-5149.113642,10501.222110,-26900.000000
-8325.540689,9574.523857,-23000.000000
-4851.837851,11391.027639,-25200.000000
9126.317665,3477.231630,-23500.000000
7510.859341,1021.627972,-24700.000000
7582.224901,12318.723448,-22100.000000
-1700.346738,6114.492881,-26400.000000
-9085.564164,20640.350678,-17600.000000
-12388.536138,29236.493084,-5000.000000
-2861.773431,8536.521569,-25400.000000
-2474.106731,2228.423142,-22100.000000
16779.695786,8438.274951,-22400.000000
-10555.971323,7108.895095,-3300.000000
9098.893717,5802.592726,-20900.000000
-4583.143652,-1674.668234,-5500.000000
-2290.783202,4002.787264,-20600.000000
13859.221897,3089.360822,-20000.000000
4107.068370,10505.157482,-24000.000000
794.216958,3930.415494,-15300.000000
-10387.900956,9990.803863,-20000.000000
3265.125852,3628.456814,-27100.000000
1832.953986,3057.188208,-24600.000000
9309.699670,5362.089644,-20800.000000
-3125.642966,4989.081677,-27400.000000
8413.419550,2915.066713,-26200.000000
-6274.628967,10043.874117,-28600.000000
-3816.469527,10850.339560,-25200.000000
6879.714756,2232.328041,-26000.000000
-465.347548,6019.117672,-25000.000000
3893.926177,2639.351832,-28000.000000
-8986.924324,12999.441098,-29900.000000
9499.656860,6693.283172,-21500.000000
-5292.502541,-2459.005306,-6100.000000
9058.853177,486.259450,-19300.000000
-8028.467034,10464.406814,-17100.000000
-8758.329923,11230.287098,-18600.000000
3920.590831,-7992.409608,-17000.000000
6625.536414,-10839.153682,-19400.000000
20742.039771,-51651.468895,-16600.000000
-2136.499949,8102.597016,-26200.000000
-535.128009,3360.189168,-17000.000000
-155.472645,14218.582405,-13700.000000
7920.597193,1137.253268,-24700.000000
-6988.769598,9591.715717,-19900.000000
5725.257493,4211.969466,-26100.000000
8223.632936,1583.844467,-25300.000000
10635.639983,6263.613692,-22600.000000
9910.097725,-10689.222055,-28600.000000
-5719.553585,6839.047714,-27500.000000
-4085.810787,7745.825994,-23700.000000
-2670.019507,9646.460804,-24400.000000
4690.705626,4753.250015,-25600.000000
-9970.079946,17416.982855,-26500.000000
-7748.397765,-3265.882649,-6100.000000
28322.437827,190041.200901,-14200.000000
3308.318177, 84.961929,-20600.000000
-2689.447704,11196.761431,-28900.000000
5347.472377,1438.692142,-27300.000000
-9463.845741,10113.579819,-23200.000000
-8532.628928,9682.607027,-24800.000000
-3963.407325,6196.810905,-25400.000000
-371.753435,-1510.912567,-12400.000000
3693.759535,2193.918120,-26800.000000
3047.408512,4622.557919,-26800.000000
-2640.642899,15516.729538,-25000.000000
7181.425428,2789.672424,-28100.000000
-12370.873386,12180.008076,-5000.000000
-4953.273565,11278.987915,-28100.000000
8915.527202,3917.731704,-24700.000000
2380.597282,8712.186525,-24700.000000
2887.944066,9272.123106,-19800.000000
-9126.998131,15877.302442,-30200.000000
34330.975002,-48624.727068,-9000.000000
-8572.658698,12783.278051,-20500.000000
-2871.503462,9311.673670,-26800.000000
3156.944662,4070.140633,-28500.000000
4507.902356,2868.295777,-27800.000000
-10558.762651,-533.515132,-9000.000000
4894.949432,4866.465526,-25400.000000
5068.865534,16054.159397,-17900.000000
-4917.704827,16595.633987,-23100.000000
3893.581106,-5777.709955,-15100.000000
-5912.652712,13924.914662,-21300.000000
4655.940306,7632.311292,-25400.000000
-4108.673731,25909.059485,-11900.000000
1954.763237,1508.163520,-28400.000000
-6857.556722,7378.276888,-18400.000000
-6140.693479,7608.962468,-18100.000000
-5146.302492,10279.748433,-25500.000000
5653.109175,1663.872496,-26700.000000
-6263.315595,9157.974714,-24800.000000
-3064.628297,8312.466314,-25400.000000
-2025.376109,7439.468069,-26300.000000
-6704.367870,11478.204060,-25100.000000
1749.224006,1505.638551,-27600.000000
-3100.795695,11191.602618,-21900.000000
262.475257,5363.621783,-19200.000000
18362.186388,167687.159294,-19600.000000
-1570.059788,-4294.730459, -0.000000
-2228.226167,7215.423439,-26700.000000
-1539.425848,1464.862479,-21800.000000
6170.940289,1337.848780,-23000.000000
-5759.064516,9939.693042,-22900.000000
-336.436215,3916.420787,-15900.000000
5031.146864,2099.373041,-27400.000000
10315.583909,7256.583674,-23500.000000
-2757.564810,8427.075986,-18700.000000
-9182.461268,-3616.784325,-7500.000000
6225.920128,5325.463003,-23700.000000
-18.466599,3145.097888,-16300.000000
-3545.207788,5648.319364,-27700.000000
2233.163153,12365.140532,-23900.000000
-3799.717222,9521.504238,-25300.000000
7813.881158,1468.228323,-24000.000000
-14148.575009,6618.495716,-29400.000000
6739.885842,5331.610660,-24400.000000
-5318.178551,7619.446379,-22500.000000
-9249.566055,9451.814652,-22000.000000
-20445.991479,8416.439089,-9800.000000
-7512.262293,18334.696552,-21800.000000
-7119.988394,11805.150784,-30200.000000
-9188.329004,12664.565367,-15100.000000
-5356.187614,10609.347315,-24800.000000
-7331.356023,12245.464387,-21900.000000
-3061.844551,8090.993942,-25700.000000
-11558.240968,12965.984143,-17600.000000
-8411.207685,8244.335038,-21900.000000
-6893.033779,10146.721674,-25500.000000
-6759.000384,7711.808365,-20400.000000
6656.950378,3669.394916,-24600.000000
8438.356920,811.157055,-25100.000000
-2878.451732,9865.353376,-24300.000000
6926.980645,6884.315664,-24700.000000
1736.976231,2502.252192,-18500.000000
6542.245684,4664.758717,-25500.000000
-20002.865255,6096.445528,-3300.000000
10126.842990,5814.675463,-20400.000000
-18358.640569,13761.525338,-100.000000
-5694.129147,4845.770647,-26400.000000
-20768.147934,9408.906569,-6800.000000
-4905.516505,7513.934684,-25400.000000
-4587.251663,6742.687755,-18100.000000
8395.057353,4465.313047,-22700.000000
-2342.131792,8100.023387,-26100.000000
-13878.545433,64547.948226,-100.000000
-11414.355872,25594.218895,-7300.000000
-6309.958719,12812.304703,-21000.000000
4776.239885,14721.670153,-18100.000000
-1305.697511,7448.451016,-24800.000000
8101.148938,3243.606830,-24900.000000
-5319.587064,7730.183611,-24900.000000
-5328.036896,8394.606741,-26000.000000
11842.363456,-256.319599,-23200.000000
310.759670,-6818.588879,-27300.000000
-5037.850508,9838.106015,-25900.000000
