x,y,z	
313666.863152,7488660.719070,-13200.000000
320289.067551,7493502.338536,-23000.000000
307228.159125,7494007.656592,-14900.000000
303702.244874,7496399.418967,-18300.000000
306633.112438,7500423.897226,-17500.000000
317930.550669,7493031.422491,-25200.000000
317454.715099,7498452.401998,-15100.000000
318502.487461,7496803.647956,-25600.000000
303191.520700,7504145.790926,-26000.000000
310804.979667,7495713.637628,-19600.000000
308718.669280,7498124.257257,-23200.000000
316166.117013,7494450.029367,-25200.000000
298401.049819,7500760.861443,-12900.000000
307252.795598,7483929.248101,-10000.000000
316442.568838,7497111.320912,-24300.000000
313899.520910,7494865.602849,-27200.000000
308535.216317,7496349.911854,-18500.000000
304372.338061,7500284.451650,-25600.000000
307232.349791,7493675.445882,-14100.000000
303292.465662,7496283.399109,-18900.000000
317151.581045,7498005.793306,-19100.000000
306113.377717,7500860.348382,-24100.000000
306004.943325,7501301.993814,-25300.000000
303638.367368,7501382.623423,-23000.000000
318227.008119,7494031.684789,-25500.000000
300199.452372,7512746.188144,-21700.000000
305014.669050,7498299.044232,-28500.000000
303436.958133,7501047.775030,-27800.000000
303148.376488,7499493.485214,-23200.000000
304678.017525,7508594.953558,-12100.000000
314939.439731,7493881.478038,-26700.000000
309243.757573,7497244.786134,-25200.000000
309443.850360,7497690.289516,-23500.000000
304885.059945,7500401.742991,-11500.000000
316754.944741,7496782.819392,-23700.000000
307131.919336,7501648.472319,-23200.000000
316095.331822,7491791.195350,-27300.000000
316888.240149,7494237.199840,-27600.000000
316268.898550,7494451.265154,-25100.000000
305097.755951,7499850.674211,-26200.000000
306023.162783,7499862.417395,-23200.000000
307240.732705,7493011.024130,-22200.000000
310835.130084,7493277.461442,-20100.000000
310718.638229,7494383.542538,-23300.000000
317111.031541,7492800.135315,-27900.000000
306423.264268,7500753.510608,-25700.000000
312571.250594,7502601.920409,-28500.000000
304520.404592,7496742.162111,-21900.000000
305724.524447,7499083.350876,-27600.000000
312234.557519,7496506.513451,-20200.000000
317140.214602,7490364.009772,-20300.000000
316514.372509,7491131.741730,-21100.000000
316443.897058,7497000.588294,-25100.000000
314797.774645,7497091.503905,-24700.000000
307098.833445,7496110.359216,-13600.000000
314855.068782,7500857.671130,-23200.000000
317595.806972,7495242.394210,-24400.000000
302904.296451,7502480.766538,-22100.000000
296029.496036,7524542.704246,-7600.000000
316591.862930,7493236.906064,-27000.000000
302828.511982,7500375.423606,-19000.000000
307694.742190,7497779.169625,-25600.000000
317002.955400,7493241.835863,-26700.000000
317302.006455,7494020.654588,-27100.000000
308236.796880,7503766.630717,-29900.000000
308232.646725,7504098.836588,-20300.000000
308236.796880,7503766.630717,-16500.000000
333044.289102,7511475.831881,-11700.000000
302107.286351,7500476.884936,-24300.000000
310683.004481,7497262.657131,-15700.000000
317847.512201,7500007.543811,-15000.000000
303119.930594,7501708.243531,-23600.000000
303636.949240,7501493.361018,-23000.000000
304256.785390,7501279.775295,-23700.000000
308442.492588,7503769.199193,-27200.000000
299399.228975,7510963.679494,-17400.000000
299632.143711,7500998.519346,-17100.000000
320077.001932,7494053.577048,-25600.000000
310850.320890,7500365.772200,-25500.000000
308943.642164,7496576.524173,-26600.000000
319754.308955,7495267.990828,-23200.000000
317997.727159,7496022.418267,-20700.000000
306516.310438,7501529.963352,-24300.000000
304477.990206,7500064.289124,-24100.000000
304949.864852,7503392.949448,-23300.000000
302014.472700,7499700.387588,-17000.000000
298673.133892,7511397.233953,-6300.000000
318194.098396,7496799.986845,-24500.000000
316863.043653,7496341.120120,-24400.000000
305492.185352,7501184.742872,-23500.000000
321903.767578,7496068.396273,-14500.000000
304749.806870,7502947.386167,-24400.000000
318016.178630,7494472.167669,-23800.000000
310348.756835,7491056.374799,-19200.000000
314243.484851,7500407.274613,-27800.000000
305341.415151,7496863.383975,-27500.000000
313783.251448,7495971.690483,-28100.000000
320031.407308,7497929.171237,-26700.000000
305145.718667,7504170.718935,-26200.000000
304210.163849,7504934.100825,-27000.000000
306642.893731,7499648.742157,-23800.000000
319925.999259,7498149.424493,-25500.000000
341320.418198,7630593.189635,-8600.000000
305754.425307,7504842.957006,-25100.000000
317595.806972,7495242.394210,-28600.000000
317611.662277,7493913.605051,-26000.000000
304806.220221,7498517.899244,-25400.000000
312115.447311,7497834.064475,-28000.000000
306186.823027,7503187.112978,-24100.000000
319141.525406,7494928.513414,-22700.000000
303642.622109,7501050.410564,-21000.000000
318398.376964,7496913.160112,-24300.000000
306035.782088,7498865.786351,-23800.000000
317889.663024,7496464.123297,-21000.000000
314482.663597,7497641.435494,-24700.000000
302511.468133,7501035.880941,-17900.000000
303024.206901,7501153.233581,-24500.000000
305094.938917,7500072.148457,-23400.000000
313888.739199,7495751.473931,-16000.000000
305944.193097,7497978.588450,-18900.000000
309024.336151,7498349.578692,-25000.000000
308496.434328,7499450.516277,-24800.000000
329709.646547,7650405.805625,-9700.000000
308027.053015,7487704.710273,-10600.000000
308940.607867,7488602.224287,-12300.000000
308972.693545,7494251.068763,-21500.000000
306321.834878,7500641.475197,-18000.000000
305504.831763,7500188.111118,-18600.000000
304300.640387,7497846.911883,-20000.000000
299078.294996,7488364.681702,-16400.000000
308867.676561,7502666.976839,-24000.000000
298118.816825,7498763.476177,-24500.000000
315176.899250,7499754.066182,-22900.000000
314764.289563,7499859.832466,-22200.000000
314764.775064,7491332.108928,-26700.000000
320830.218463,7491183.015003,-24800.000000
320303.802420,7483535.243387,-27500.000000
313626.288205,7491982.756305,-26100.000000
325086.426049,7487467.067668,-24400.000000
305968.534298,7504181.140425,-24300.000000
306612.162219,7502084.941774,-25800.000000
279762.154943,7502276.742451,-27800.000000
298282.967567,7494113.726178,-13100.000000
304294.682908,7506374.990347,-25000.000000
306855.516712,7499097.653933,-18100.000000
346680.400106,7622894.517511,-11500.000000
318028.046012,7493475.576707,-25500.000000
309922.158202,7500575.792756,-27200.000000
308692.393925,7500228.234442,-23400.000000
306279.260540,7495878.492488,-22100.000000
307969.850302,7500440.704009,-26700.000000
320036.614732,7497486.246962,-22900.000000
316258.252167,7495337.128721,-25600.000000
317410.077193,7493578.952525,-27400.000000
308885.616215,7501227.418666,-27900.000000
304261.226765,7484887.874096, -0.000000
307711.439428,7496450.333836,-17300.000000
307383.531533,7497996.764782,-25600.000000
305386.542251,7501404.911605,-26900.000000
302210.115195,7500478.212257,-23000.000000
305683.818042,7502294.717234,-25200.000000
319661.973607,7494380.926367,-23500.000000
318046.515288,7491925.322088,-24700.000000
318117.880818,7503222.417588,-22100.000000
308835.309178,7497018.183595,-26400.000000
301450.091690,7511544.038812,-17600.000000
298147.119682,7520140.180106,-5000.000000
307673.882475,7499440.211866,-25400.000000
308061.549192,7493132.113576,-22100.000000
327315.352965,7499341.861993,-22400.000000
299979.684559,7498012.582734,-3300.000000
319634.549654,7496706.287450,-20900.000000
305952.512273,7489229.021460,-5500.000000
308244.872716,7494906.477771,-20600.000000
324394.877844,7493993.057416,-20000.000000
314642.724287,7501408.850313,-24000.000000
311329.872884,7494834.107109,-15300.000000
300147.754919,7500894.491561,-20000.000000
313800.781785,7494532.149331,-27100.000000
312368.609918,7493960.880203,-24600.000000
319845.355608,7496265.784448,-20800.000000
307410.012948,7495892.771879,-27400.000000
318949.075492,7493818.761174,-26200.000000
304261.026924,7500947.563221,-28600.000000
306719.186369,7501754.029519,-25200.000000
317415.370699,7493136.021917,-26000.000000
310070.308370,7496922.808828,-25000.000000
314429.582114,7493543.044587,-28000.000000
301548.731549,7503903.129275,-29900.000000
320035.312794,7497596.978050,-21500.000000
305243.153384,7488444.684140,-6100.000000
319594.509127,7491389.954166,-19300.000000
302507.188850,7501368.095313,-17100.000000
301777.325956,7502133.975346,-18600.000000
314456.246796,7482911.283156,-17000.000000
317161.192392,7480064.540100,-19400.000000
331277.697119,7439252.119769,-16600.000000
308399.155960,7499006.287568,-26200.000000
310000.527916,7494263.880296,-17000.000000
310380.183253,7505122.273674,-13700.000000
318456.253141,7492040.947540,-24700.000000
303546.886291,7500495.404571,-19900.000000
316260.913428,7495115.662904,-26100.000000
318759.288882,7492487.538853,-25300.000000
321171.295920,7497167.309014,-22600.000000
320445.753706,7480214.472989,-28600.000000
304816.102315,7497742.737014,-27500.000000
306449.845116,7498649.515865,-23700.000000
307865.636395,7500550.151174,-24400.000000
315226.361559,7495656.943065,-25600.000000
300565.575913,7508320.670690,-26500.000000
302787.258153,7487637.805950,-6100.000000
338858.094242,7680944.792404,-14200.000000
313843.974120,7490988.654471,-20600.000000
307846.208195,7502100.451790,-28900.000000
315883.128319,7492342.385438,-27300.000000
301071.810139,7501017.267829,-23200.000000
302003.026956,7500586.295352,-24800.000000
306572.248583,7497100.500816,-25400.000000
310163.902503,7489392.778629,-12400.000000
314229.415473,7493097.610805,-26800.000000
313583.064442,7495526.250357,-26800.000000
307895.012990,7506420.419914,-25000.000000
317717.081369,7493693.366413,-28100.000000
298164.782477,7503083.695109,-5000.000000
305582.382327,7502182.677478,-28100.000000
319451.183143,7494821.426362,-24700.000000
312916.253200,7499615.878721,-24700.000000
313423.599984,7500175.815487,-19800.000000
301408.657735,7506780.990563,-30200.000000
344866.632214,7442278.867552,-9000.000000
301962.997177,7503686.966368,-20500.000000
307664.152441,7500215.363964,-26800.000000
313692.600594,7494973.833117,-28500.000000
315043.558294,7493771.988764,-27800.000000
299976.893249,7490370.172511,-9000.000000
315430.605365,7495770.158651,-25400.000000
315604.521437,7506957.852590,-17900.000000
305617.951051,7507499.323555,-23100.000000
314429.237065,7485125.982802,-15100.000000
304623.003170,7504828.603892,-21300.000000
315191.596231,7498536.004331,-25400.000000
306426.982127,7516812.749334,-11900.000000
312490.419173,7492411.855555,-28400.000000
303678.099173,7498281.965789,-18400.000000
304394.962419,7498512.651615,-18100.000000
305389.353402,7501183.437926,-25500.000000
316188.765118,7492567.565912,-26700.000000
304272.340298,7500061.663820,-24800.000000
307471.027608,7499216.156537,-25400.000000
308510.279802,7498343.158665,-26300.000000
303831.288016,7502381.893012,-25100.000000
312284.879941,7492409.330518,-27600.000000
307434.860204,7502095.292830,-21900.000000
310798.131179,7496267.313198,-19200.000000
328897.842992,7658590.746695,-19600.000000
308965.596154,7486608.960307, -0.000000
308307.429743,7498119.113966,-26700.000000
308996.230079,7492368.553252,-21800.000000
316706.596233,7492241.542387,-23000.000000
304776.591377,7500843.382325,-22900.000000
310199.219709,7494820.111995,-15900.000000
315566.802803,7493003.066226,-27400.000000
320851.239842,7498160.278869,-23500.000000
307778.091096,7499330.766317,-18700.000000
301353.194646,7487286.903784,-7500.000000
316761.576061,7496229.156632,-23700.000000
310517.189328,7494048.789211,-16300.000000
306990.448122,7496552.009425,-27700.000000
312768.819061,7503268.832674,-23900.000000
306735.938677,7500425.194200,-25300.000000
318349.537104,7492371.922561,-24000.000000
296387.080859,7497522.182172,-29400.000000
317275.541776,7496235.304486,-24400.000000
305217.477349,7498523.135815,-22500.000000
301286.089826,7500355.502736,-22000.000000
290089.664353,7499320.123533,-9800.000000
303023.393572,7509238.385221,-21800.000000
303415.667490,7502708.839595,-30200.000000
301347.326871,7503568.253468,-15100.000000
305179.468278,7501513.036736,-24800.000000
303204.299858,7503149.153125,-21900.000000
307473.811355,7498994.684169,-25700.000000
298977.414895,7503869.671455,-17600.000000
302124.448203,7499148.023403,-21900.000000
303642.622109,7501050.410564,-25500.000000
303776.655511,7498615.497303,-20400.000000
317192.606316,7494573.088705,-24600.000000
318974.012868,7491714.851523,-25100.000000
307657.204171,7500769.043665,-24300.000000
317462.636576,7497788.009558,-24700.000000
312272.632164,7493405.944145,-18500.000000
317077.901621,7495568.452463,-25500.000000
290532.790585,7497000.130107,-3300.000000
320662.498927,7496718.370584,-20400.000000
292177.015261,7504665.210434,-100.000000
304841.526760,7495749.459948,-26400.000000
289767.507893,7500312.590910,-6800.000000
305630.139397,7498417.624265,-25400.000000
305948.404242,7497646.377451,-18100.000000
318930.713292,7495369.007502,-22700.000000
308193.524116,7499003.713872,-26100.000000
296657.110294,7555451.634733,-100.000000
299121.299961,7516497.906250,-7300.000000
304225.697164,7503715.993797,-21000.000000
315311.895791,7505625.363235,-18100.000000
309229.958401,7498352.141866,-24800.000000
318636.804879,7494147.301173,-24900.000000
305216.068836,7498633.873046,-24900.000000
305207.619002,7499298.296172,-26000.000000
322378.019411,7490647.376194,-23200.000000
310846.415624,7484085.102558,-27300.000000
305497.805388,7500741.795548,-25900.000000
